A62,B11,C82,D41,E88,F52,G96,H44,I76,J67
A34,B81,C84,D8,E74,F38,G24,H85,I81,J31
A54,B20,C12,D79,E44,F30,G18,H59,I27,J36
A20,B65,C67,D71,E64,F7,G33,H96,I36,J34
A14,B40,C25,D97,E26,F28,G60,H80,I63,J30
A69,B37,C69,D3,E70,F62,G14,H77,I42,J57
A86,B59,C46,D4,E67,F55,G34,H62,I80,J3
A1,B56,C73,D32,E79,F83,G70,H33,I59,J45
A9,B42,C10,D71,E18,F68,G65,H78,I90,J77
A54,B29,C11,D30,E73,F98,G46,H24,I83,J65
A32,B50,C100,D42,E95,F24,G61,H63,I17,J94
A43,B64,C5,D70,E74,F11,G63,H23,I27,J75
A100,B75,C89,D60,E89,F86,G59,H77,I77,J18
A74,B17,C37,D66,E71,F82,G88,H8,I44,J64
A46,B48,C74,D63,E36,F57,G35,H79,I10,J11
A100,B5,C36,D13,E44,F45,G28,H50,I26,J29
A62,B89,C87,D50,E44,F25,G97,H78,I38,J75
A58,B62,C89,D72,E26,F12,G51,H76,I62,J2
A48,B48,C97,D90,E70,F27,G11,H30,I51,J65
A4,B41,C12,D100,E74,F5,G1,H73,I96,J73
A73,B16,C65,D66,E66,F98,G8,H92,I88,J67
A88,B58,C15,D91,E58,F28,G18,H67,I85,J70
A85,B47,C99,D70,E71,F7,G80,H79,I98,J84
A28,B13,C19,D33,E95,F84,G26,H25,I88,J47
A18,B93,C73,D43,E40,F55,G61,H95,I77,J76
A36,B56,C98,D67,E36,F44,G60,H74,I54,J70
A24,B12,C7,D16,E48,F20,G62,H88,I30,J83
A60,B92,C10,D29,E52,F69,G68,H13,I41,J53
A96,B11,C42,D11,E54,F35,G78,H86,I78,J61
A4,B21,C100,D47,E64,F71,G90,H87,I93,J53
A45,B72,C74,D43,E74,F29,G35,H4,I84,J77
A40,B25,C8,D30,E63,F76,G32,H29,I53,J77
A53,B38,C67,D97,E43,F29,G88,H64,I65,J39
A79,B83,C80,D47,E10,F62,G99,H74,I55,J21
A54,B26,C85,D33,E100,F81,G39,H36,I44,J69
A93,B90,C25,D80,E55,F95,G91,H69,I6,J30
A26,B79,C23,D32,E38,F91,G81,H28,I36,J26
A96,B27,C93,D84,E12,F57,G24,H42,I22,J80
A89,B34,C6,D79,E72,F55,G52,H41,I13,J8
A76,B4,C29,D35,E16,F52,G33,H79,I65,J62
A92,B66,C68,D63,E8,F31,G2,H81,I100,J62
A28,B50,C13,D56,E21,F54,G37,H56,I72,J75
A69,B62,C12,D96,E73,F7,G24,H55,I16,J98
A43,B78,C58,D80,E62,F83,G29,H100,I87,J38
A14,B12,C96,D99,E59,F13,G8,H37,I44,J47
A72,B80,C56,D89,E58,F90,G21,H26,I21,J48
A29,B24,C82,D81,E85,F41,G42,H96,I6,J80
A27,B54,C20,D71,E32,F19,G86,H52,I86,J92
A56,B18,C41,D72,E81,F99,G97,H56,I10,J6
A55,B86,C56,D65,E59,F30,G77,H43,I89,J14
A97,B7,C38,D38,E39,F1,G32,H24,I81,J53
A5,B89,C36,D62,E47,F69,G54,H63,I65,J22
A34,B77,C90,D61,E81,F79,G95,H81,I23,J67
A48,B84,C81,D77,E69,F61,G38,H90,I99,J58
A22,B60,C65,D69,E95,F55,G28,H56,I23,J88
A15,B17,C70,D73,E57,F61,G100,H100,I65,J56
A50,B6,C82,D90,E57,F28,G1,H95,I84,J12
A11,B85,C35,D79,E8,F35,G2,H9,I41,J1
A20,B58,C72,D40,E47,F13,G81,H44,I36,J94
A57,B57,C86,D63,E26,F34,G24,H68,I70,J69
A74,B52,C48,D20,E45,F48,G99,H91,I3,J9
A8,B42,C29,D94,E83,F56,G47,H44,I93,J56
A10,B86,C38,D79,E100,F25,G4,H51,I14,J39
A31,B95,C3,D95,E78,F77,G76,H79,I66,J5
A4,B56,C67,D16,E31,F72,G33,H39,I56,J92
A95,B93,C85,D62,E94,F68,G31,H100,I47,J95
A58,B51,C16,D76,E6,F34,G48,H25,I2,J18
A51,B33,C84,D59,E38,F1,G13,H32,I60,J1
A75,B9,C91,D83,E23,F40,G43,H82,I89,J92
A51,B64,C23,D66,E64,F70,G95,H62,I17,J39
A85,B77,C72,D95,E80,F12,G13,H3,I95,J48
A18,B64,C19,D37,E76,F64,G96,H18,I68,J20
A39,B9,C36,D79,E76,F82,G67,H45,I55,J68
A7,B31,C17,D26,E62,F4,G98,H37,I99,J57
A5,B58,C38,D17,E43,F17,G30,H25,I6,J30
A57,B85,C30,D63,E92,F72,G3,H83,I68,J10
A9,B54,C57,D48,E3,F65,G98,H47,I9,J38
A81,B12,C90,D63,E71,F21,G59,H5,I31,J60
A59,B63,C83,D60,E65,F56,G96,H36,I6,J69
A18,B79,C83,D28,E88,F49,G54,H81,I3,J75
A43,B32,C39,D69,E10,F92,G3,H24,I79,J58
A30,B1,C91,D74,E30,F76,G6,H24,I28,J59
A2,B16,C50,D43,E48,F84,G3,H45,I18,J76
A33,B41,C15,D40,E52,F33,G36,H60,I74,J50
A34,B23,C100,D18,E39,F46,G22,H86,I91,J73
A40,B70,C26,D53,E20,F48,G32,H47,I3,J49
A27,B36,C2,D60,E84,F76,G60,H60,I72,J98
A45,B93,C66,D70,E74,F90,G53,H44,I42,J81
A17,B30,C8,D43,E36,F45,G8,H50,I55,J9
A77,B16,C63,D84,E45,F24,G85,H81,I37,J9
A5,B25,C48,D46,E59,F50,G92,H47,I25,J61
A91,B55,C57,D23,E63,F46,G79,H35,I62,J57
A65,B97,C13,D33,E5,F1,G38,H16,I21,J66
A2,B91,C74,D88,E39,F50,G55,H45,I82,J19
A22,B55,C30,D75,E47,F75,G45,H7,I57,J93
A42,B64,C20,D29,E77,F100,G40,H26,I22,J85
A44,B65,C2,D37,E19,F100,G100,H57,I87,J9
A52,B86,C66,D46,E60,F70,G66,H33,I88,J66
A40,B65,C86,D60,E15,F18,G34,H68,I92,J39
A41,B65,C2,D24,E56,F91,G80,H26,I81,J67
A23,B25,C23,D58,E75,F82,G5,H82,I97,J16
A1,B86,C65,D42,E44,F77,G11,H94,I40,J86
A81,B78,C19,D69,E78,F63,G72,H55,I44,J75
A47,B73,C27,D65,E88,F48,G79,H96,I47,J88
A54,B70,C96,D80,E53,F52,G5,H68,I48,J83
A24,B59,C54,D49,E94,F71,G38,H41,I69,J26
A76,B22,C30,D59,E13,F2,G34,H29,I39,J51
A90,B77,C41,D44,E73,F61,G36,H5,I18,J22
A11,B15,C39,D7,E77,F80,G47,H59,I14,J84
A17,B54,C96,D85,E87,F52,G50,H29,I48,J76
A6,B61,C5,D5,E20,F65,G22,H97,I87,J47
A52,B38,C80,D24,E7,F76,G17,H89,I18,J57
A87,B50,C23,D7,E13,F42,G12,H96,I100,J22
A84,B7,C78,D16,E83,F100,G5,H1,I25,J67
A67,B68,C38,D78,E78,F42,G33,H55,I70,J16
A57,B91,C23,D83,E58,F81,G53,H21,I49,J87
A63,B69,C18,D70,E54,F37,G61,H79,I95,J92
A42,B73,C78,D42,E40,F79,G1,H15,I36,J36
A29,B67,C89,D73,E52,F38,G80,H8,I80,J99
A68,B8,C25,D72,E100,F23,G36,H7,I27,J23
A41,B94,C50,D74,E25,F56,G39,H79,I8,J81
A98,B56,C34,D9,E56,F65,G48,H75,I60,J38
A36,B18,C8,D21,E32,F9,G64,H76,I70,J66
A83,B3,C75,D71,E99,F19,G19,H90,I98,J62
A22,B87,C18,D85,E22,F46,G41,H43,I84,J44
A24,B47,C20,D62,E23,F59,G79,H91,I59,J48
A81,B91,C4,D71,E81,F67,G25,H15,I4,J49
A85,B7,C43,D86,E72,F8,G31,H51,I88,J23
A63,B11,C30,D55,E20,F64,G12,H52,I59,J11
A85,B92,C46,D40,E82,F39,G11,H70,I68,J82
A29,B95,C29,D79,E31,F25,G29,H49,I46,J31
A52,B27,C87,D48,E6,F87,G38,H35,I25,J78
A94,B73,C72,D100,E46,F90,G59,H19,I85,J25
A37,B73,C69,D63,E99,F1,G95,H63,I50,J47
A33,B61,C57,D47,E2,F12,G58,H27,I13,J5
A35,B22,C4,D89,E29,F75,G54,H3,I27,J85
A84,B12,C68,D75,E6,F10,G89,H94,I38,J53
A73,B76,C14,D74,E55,F44,G24,H85,I12,J58
A74,B83,C83,D31,E57,F62,G35,H67,I98,J75
A90,B99,C64,D3,E60,F81,G33,H78,I56,J47
A1,B57,C52,D54,E91,F35,G28,H77,I42,J36
A52,B100,C90,D25,E28,F32,G85,H14,I90,J26
A88,B56,C22,D96,E47,F74,G2,H48,I75,J35
A65,B20,C15,D49,E21,F92,G100,H85,I18,J62
A93,B43,C85,D13,E30,F28,G65,H38,I100,J55
A60,B57,C67,D62,E32,F88,G100,H9,I87,J22
A45,B18,C62,D70,E64,F80,G87,H69,I88,J97
A92,B3,C4,D88,E85,F67,G73,H61,I61,J29
A62,B98,C22,D84,E97,F41,G47,H76,I83,J83
A88,B4,C12,D15,E12,F12,G98,H42,I78,J57
A12,B19,C69,D87,E54,F54,G27,H82,I43,J28
A78,B67,C14,D80,E33,F54,G37,H17,I74,J17
A100,B84,C75,D18,E26,F61,G13,H60,I36,J89
A81,B73,C58,D37,E10,F69,G79,H36,I76,J76
A34,B97,C62,D3,E51,F13,G31,H59,I84,J54
A14,B67,C32,D5,E13,F7,G59,H60,I20,J80
A49,B11,C5,D74,E23,F86,G100,H93,I5,J12
A75,B24,C6,D92,E81,F50,G34,H37,I69,J86
A26,B64,C50,D60,E36,F34,G39,H57,I20,J42
A13,B45,C5,D84,E28,F16,G4,H79,I82,J70
A98,B81,C82,D13,E96,F79,G36,H9,I2,J73
A59,B86,C98,D36,E89,F84,G3,H69,I4,J62
A2,B10,C32,D84,E5,F88,G22,H7,I39,J50
A23,B89,C5,D47,E31,F60,G72,H91,I84,J56
A43,B61,C37,D23,E22,F76,G68,H42,I22,J98
A28,B59,C34,D22,E49,F14,G30,H18,I60,J76
A51,B4,C54,D35,E37,F93,G36,H24,I25,J97
A5,B39,C29,D45,E16,F78,G43,H83,I87,J77
A21,B37,C41,D17,E66,F74,G58,H32,I30,J57
A86,B72,C18,D2,E34,F45,G57,H40,I31,J69
A35,B36,C38,D95,E87,F52,G81,H87,I41,J73
A59,B41,C21,D81,E57,F19,G41,H36,I31,J100
A5,B93,C57,D90,E2,F51,G44,H60,I23,J79
A4,B99,C33,D85,E59,F37,G4,H43,I44,J83
A73,B39,C66,D48,E91,F40,G65,H86,I43,J5
A37,B76,C39,D36,E16,F35,G88,H14,I47,J74
A20,B29,C64,D56,E48,F85,G66,H53,I46,J53
A65,B52,C53,D18,E19,F85,G62,H27,I75,J61
A37,B55,C28,D88,E81,F67,G75,H50,I86,J2
A100,B76,C33,D96,E4,F84,G10,H33,I29,J2
A22,B35,C35,D95,E90,F100,G54,H44,I52,J54
A49,B17,C47,D98,E72,F38,G28,H6,I71,J97
A7,B84,C35,D40,E100,F100,G91,H90,I90,J64
A21,B40,C42,D47,E20,F46,G6,H36,I82,J61
A7,B34,C83,D64,E88,F8,G77,H10,I60,J51
A94,B82,C93,D86,E22,F87,G13,H63,I2,J76
A59,B73,C95,D82,E60,F38,G58,H70,I47,J14
A13,B67,C83,D90,E34,F22,G85,H7,I4,J69
A3,B3,C54,D31,E91,F75,G45,H58,I49,J92
A94,B92,C16,D24,E17,F32,G86,H78,I13,J47
A58,B90,C34,D82,E73,F48,G48,H60,I96,J73
A39,B50,C74,D84,E50,F84,G65,H88,I66,J31
A25,B27,C18,D13,E63,F5,G100,H72,I19,J21
A5,B95,C30,D74,E60,F79,G42,H35,I88,J57
A77,B33,C27,D77,E47,F1,G45,H41,I3,J94
A44,B88,C59,D87,E21,F35,G24,H84,I5,J53
A1,B38,C69,D71,E52,F9,G33,H36,I31,J74
A75,B28,C17,D73,E46,F40,G41,H81,I31,J92
A94,B36,C25,D88,E14,F6,G26,H89,I39,J63
A22,B12,C55,D95,E28,F34,G15,H19,I59,J80
A18,B99,C45,D20,E11,F24,G100,H21,I78,J35
A48,B86,C52,D94,E67,F54,G9,H21,I65,J32
A50,B4,C100,D70,E73,F67,G73,H93,I53,J61
A54,B43,C87,D55,E22,F100,G63,H83,I60,J69
A4,B87,C67,D88,E17,F14,G68,H5,I51,J65
A35,B47,C44,D31,E6,F6,G96,H36,I21,J77
A86,B49,C16,D19,E57,F62,G99,H76,I15,J83
A8,B11,C64,D76,E32,F87,G16,H88,I86,J23
A86,B74,C59,D52,E4,F2,G58,H1,I45,J68
A43,B45,C82,D60,E53,F83,G21,H85,I87,J63
A96,B30,C100,D66,E59,F17,G61,H12,I20,J59
A95,B70,C55,D3,E30,F77,G22,H52,I28,J99
A89,B49,C33,D80,E5,F7,G14,H97,I46,J54
A66,B21,C70,D66,E7,F7,G43,H57,I97,J4
A96,B26,C26,D98,E56,F91,G19,H8,I21,J44
A98,B28,C88,D69,E61,F93,G32,H79,I4,J89
A41,B17,C27,D39,E19,F88,G46,H12,I59,J20
A41,B49,C39,D47,E55,F27,G31,H91,I13,J34
A24,B9,C18,D87,E54,F7,G76,H37,I70,J90
A56,B70,C18,D32,E43,F19,G21,H66,I89,J18
A81,B53,C14,D50,E62,F19,G75,H58,I15,J56
A71,B75,C94,D36,E69,F60,G52,H67,I47,J71
A18,B35,C53,D36,E28,F47,G58,H8,I88,J89
A21,B48,C90,D97,E3,F36,G76,H8,I53,J64
A91,B35,C56,D96,E84,F47,G69,H16,I46,J29
A95,B95,C23,D45,E20,F43,G82,H28,I49,J73
A35,B34,C100,D99,E5,F98,G96,H80,I30,J26
A56,B2,C19,D93,E22,F70,G74,H44,I87,J81
A20,B97,C65,D46,E29,F1,G3,H48,I84,J28
A30,B7,C12,D5,E98,F51,G16,H7,I77,J64
A61,B34,C32,D15,E23,F92,G90,H17,I69,J57
A14,B78,C70,D77,E85,F60,G83,H59,I10,J65
A73,B11,C59,D40,E62,F73,G39,H67,I84,J74
A3,B6,C52,D53,E53,F8,G78,H99,I3,J67
A57,B78,C6,D4,E34,F60,G59,H42,I79,J98
A78,B99,C80,D52,E57,F14,G51,H66,I93,J66
A24,B53,C42,D64,E88,F48,G17,H79,I54,J80
A72,B83,C87,D69,E42,F28,G6,H70,I2,J83
A94,B75,C96,D37,E86,F8,G27,H20,I76,J43
A54,B65,C37,D2,E53,F97,G60,H56,I85,J87
A44,B5,C14,D73,E90,F11,G39,H1,I69,J97
A100,B35,C42,D93,E80,F27,G39,H67,I84,J63
A14,B38,C78,D66,E75,F84,G55,H24,I93,J41
A41,B86,C52,D56,E30,F44,G26,H74,I78,J58
A46,B67,C39,D61,E57,F1,G96,H11,I66,J90
A15,B72,C3,D32,E49,F20,G51,H71,I100,J66
A9,B40,C30,D3,E28,F97,G2,H61,I69,J53
A45,B95,C57,D95,E8,F49,G61,H8,I50,J2
A25,B67,C19,D27,E61,F52,G80,H86,I64,J15
A96,B80,C61,D37,E26,F39,G69,H25,I23,J88
A97,B9,C7,D9,E67,F97,G57,H38,I25,J74
A71,B93,C90,D81,E67,F6,G36,H94,I59,J80
A41,B96,C59,D68,E18,F63,G29,H76,I76,J13
A54,B46,C23,D63,E41,F55,G4,H98,I62,J66
A4,B10,C62,D60,E61,F12,G27,H43,I94,J90
A69,B11,C23,D89,E100,F28,G41,H21,I7,J70
A72,B52,C70,D64,E72,F66,G69,H86,I74,J23
A48,B15,C95,D86,E47,F38,G18,H54,I62,J74
A6,B36,C78,D60,E86,F66,G3,H14,I45,J44
A47,B60,C89,D35,E25,F99,G69,H57,I76,J8
A27,B95,C76,D97,E96,F21,G78,H68,I6,J90
A6,B83,C70,D75,E68,F75,G72,H17,I59,J94
A16,B26,C97,D70,E96,F48,G50,H58,I77,J87
A47,B29,C17,D58,E68,F46,G26,H87,I80,J45
A30,B26,C17,D81,E98,F1,G66,H9,I4,J15
A29,B69,C2,D23,E26,F79,G34,H95,I96,J45
A43,B93,C53,D20,E30,F33,G41,H28,I18,J8
A80,B54,C77,D57,E21,F90,G8,H79,I52,J69
A50,B50,C100,D74,E33,F34,G45,H78,I18,J74
A77,B12,C68,D57,E80,F36,G23,H69,I14,J31
A13,B65,C82,D65,E81,F73,G32,H84,I45,J97
A15,B46,C66,D10,E16,F49,G58,H17,I31,J99
A10,B84,C17,D41,E48,F95,G51,H12,I34,J96
A76,B73,C88,D93,E12,F3,G47,H97,I72,J43
A51,B27,C27,D15,E62,F89,G23,H94,I71,J77
A60,B80,C60,D40,E23,F27,G83,H7,I51,J58
A42,B68,C29,D13,E19,F71,G32,H98,I59,J27
A27,B82,C17,D74,E75,F24,G8,H88,I67,J14
A31,B78,C91,D33,E74,F39,G83,H7,I17,J24
A69,B56,C24,D35,E58,F18,G93,H49,I62,J43
A32,B69,C11,D64,E23,F98,G86,H1,I53,J96
A58,B50,C64,D41,E95,F30,G19,H100,I97,J44
A83,B36,C80,D82,E98,F35,G28,H96,I35,J1
A34,B4,C94,D51,E94,F43,G62,H27,I42,J57
A91,B25,C34,D74,E84,F21,G93,H43,I33,J42
A34,B18,C47,D87,E70,F73,G48,H33,I8,J79
